BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
215;Dättlikon;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;748;Pers.;Personen;
216;Dinhard;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;1451;Pers.;Personen;
217;Elgg;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;4032;Pers.;Personen;
218;Ellikon a.d.Th.;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;914;Pers.;Personen;
219;Elsau;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;3351;Pers.;Personen;
220;Hagenbuch;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;1104;Pers.;Personen;
221;Hettlingen;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;2987;Pers.;Personen;
222;Hofstetten;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;481;Pers.;Personen;
223;Neftenbach;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;5419;Pers.;Personen;
224;Pfungen;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;3382;Pers.;Personen;
225;Rickenbach;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;2549;Pers.;Personen;
226;Schlatt;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;738;Pers.;Personen;
227;Seuzach;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;7128;Pers.;Personen;
228;Turbenthal;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;4300;Pers.;Personen;
230;Winterthur;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;104366;Pers.;Personen;
231;Zell;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;5485;Pers.;Personen;
241;Aesch;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;1158;Pers.;Personen;
242;Birmensdorf;Bevölkerung und Soziales;Bevölkerungsbestand und Haushalte;Bevölkerungsbestand;133;Bevölkerung [Pers.];2012;5951;Pers.;Personen;
